Id;Green_MS;Yellow_MS;Orange1_MS;Orange2_MS;Red_MS;Yellow_TE;Orange_TE;Cyan_TE;Dblue_TE;Black_TE;Green_RGB;Yellow_RGB;Orange1_RGB;Orange2_RGB;Red_RGB;Sicaklik_Ort;Sicaklik_Max;Sicaklik_Min;Nem_Ort;Nem_Max;Nem_Min;Yagis;Yaprak_Islaklik;Ilaclama;Cercospora;Tarih
41;22,39169171;52,63575556;16,24565621;5,901510704;9,220306665;17,16151431;4,300987634;4,258503203;14,68347658;53,55371236;4,263338234;25,4125968;23,25891807;24,52302919;21,60554998;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
42;20,01776887;34,88831455;19,42774773;12,40777684;6,948562605;12,55324017;2,935921618;7,175254481;13,55324217;56,04867062;5,542018853;25,37643845;22,73964936;26,2303751;24,99118587;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
43;25,3523425;36,93315459;20,0094942;8,216184797;9,004475315;1,14110169;4,386066779;7,11082254;12,26858417;71,96255513;9,451530339;27,34656389;22,42155231;25,20392635;23,76241762;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
44;19,51511338;40,38617746;18,93224096;10,70315377;10,37993914;23,05300084;5,14941675;7,361736812;12,28133346;57,90880866;2,335760436;27,79127272;24,06088123;25,60560815;26,30194584;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
45;21,42817899;42,5593408;18,12729095;9,282620023;5,142693002;21,63165167;2,405340711;7,709650327;13,97044941;69,79759961;7,276460113;28,25703049;23,97558207;25,90739862;19,72054108;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
46;21,91512219;38,74829633;18,49455743;8,376416584;2,754991277;4,14817227;1,689021215;5,338406565;11,73110968;73,3088278;5,534160634;23,83253556;23,83060834;24,5638959;21,83356791;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
47;26,5961603;51,2284956;18,49718626;7,093594424;10,59640013;17,95210608;5,883132548;7,832177374;11,57279674;55,51988283;3,867728216;24,64090335;23,60526917;24,29483835;25,14836367;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
48;25,11591116;38,8226654;18,92456419;5,026453432;1,471614434;17,75593575;4,509350655;7,442822522;14,20055504;68,68990192;6,657134848;21,87510257;22,86526906;25,94369774;25,81935705;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
49;21,57729484;42,00028433;17,16944001;5,879578192;1,364396213;7,978806152;3,25251858;6,855099395;13,96277724;74,95405677;9,157054696;26,47165303;22,86304377;25,34826308;20,08120456;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
50;24,401252;54,06658864;19,1175057;9,44408833;4,084559757;17,32065104;2,807981052;7,504483575;14,44859158;49,15215849;7,956281735;22,66937893;24,07436523;24,84402983;23,72227971;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
51;22,87704143;44,37490091;16,52754969;5,725645388;7,628277544;21,59547981;5,715973997;4,358635172;11,61798673;57,43059944;5,829354761;27,14122461;23,61772773;24,09046735;20,29548046;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
52;24,64625449;51,47221678;19,6406115;5,187344696;3,006496901;17,14215606;3,667989302;5,49816854;12,77900588;73,98139718;9,568019322;19,40256411;24,31926567;24,91485519;25,17331305;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
53;22,90674976;53,58571105;18,60142686;6,0259434;8,174001484;21,56123885;4,532241478;7,75155333;13,11249802;64,53286374;3,224111091;27,17575277;23,96676009;24,64260921;21,26185293;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
54;23,91385987;39,17175558;19,99631837;12,21719217;1,279452972;21,73088203;2,978928459;5,404623778;12,84777534;60,01059335;9,707216858;28,48585115;24,03863167;25,74535191;22,65347441;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
55;26,13777662;41,09367793;17,85269878;4,368734068;5,543593179;20,48240468;4,21613152;7,333766129;12,14715493;74,63064262;6,174757455;20,90230978;23,70488027;26,12126663;23,02037478;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
56;22,05240882;49,28749859;16,65018407;7,061333498;1,92146081;18,30643841;4,048384386;6,030573935;14,06601984;78,04171372;2,898066726;19,28795348;23,93996979;24,78316578;21,26523346;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
57;21,10146121;34,13301203;17,60748052;10,13708927;2,826873389;1,418689544;3,017886897;4,919974039;14,31658336;67,39168757;3,143138342;24,22985067;24,15885093;26,33855178;21,88649927;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
58;19,58592506;36,61447562;17,93952394;4,961473901;8,709815727;17,39643518;4,366735849;4,265403662;14,42611665;58,03422603;10,11924148;23,66625084;24,00937203;26,14474033;25,22450317;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
59;20,56857935;48,21627661;17,05308163;12,63700786;6,666902248;18,98292944;5,483566028;5,067106736;13,22831841;51,41495734;2,684617109;23,52046566;23,07128217;25,28605451;22,94213266;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
60;22,76862772;51,54744895;19,98468023;7,920484889;4,419894738;11,0526952;4,341243238;6,787193052;13,64323941;53,81724209;7,64325245;25,86547338;23,06975447;25,41155964;22,53976671;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
61;26,0340636;44,59564933;17,40558966;5,269703493;11,05511827;23,23011937;4,506602538;6,38986733;13,47847105;73,31646772;8,299344579;19,14240903;22,56465168;25,25641255;23,46411085;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
62;21,20595482;36,0885171;16,37070347;11,73306593;8,817453279;9,134917612;6,182008024;6,010123174;14,66207043;70,20356553;3,818027279;25,14645301;22,67790937;25,4042889;25,45314041;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
63;20,56215811;47,16119542;16,36315173;6,011125733;10,80397681;15,5665642;4,127300238;6,945011112;12,25466864;74,16883903;6,466036485;20,96430024;24,0479892;25,43889544;21,09747754;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
64;24,94493219;42,1498356;16,60834852;8,343695236;2,440690418;15,07205891;1,513153344;4,770857677;12,58230143;67,84657923;9,317910419;26,4519774;22,49480552;24,81183995;25,17577924;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
65;23,35304506;46,81961676;17,0085093;6,517267533;8,950675613;7,025729757;3,344342555;7,010898321;14,21870886;65,04301285;6,2569759;28,34703599;22,70064559;26,02879403;19,48174635;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
66;26,35891611;54,53023788;17,34274734;12,28465558;9,319381414;15,01143987;2,969483359;7,141061579;12,84879032;58,66082848;8,643811559;21,70158406;22,683959;25,66754263;23,9913792;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
67;26,54718956;49,85890281;19,48957619;3,160245853;8,369693738;4,318202936;1,706084819;6,313058729;13,02020809;70,28103385;5,046794039;24,66277681;22,82450437;25,03391461;26,00088714;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
68;24,87311896;46,92885623;16,08742712;3,609027154;8,514041358;2,833469444;4,415174778;6,404418748;13,6163556;76,46470125;10,32732574;26,15404527;22,83845562;25,93211271;21,49066725;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
69;24,28605653;54,31514378;15,99305889;5,975044309;1,749538393;21,83036134;3,782082488;6,062964991;12,17399147;48,76534576;2,459578972;19,90300884;24,02417881;25,50068038;18,73902669;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
70;20,19261127;33,91457499;16,59842217;5,208623307;9,831356901;13,8417396;2,191944649;5,144398847;11,91813899;62,3199704;5,430403766;28,04070155;23,76843771;24,34144665;26,19083714;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
71;24,65570849;35,85556777;16,07288443;5,596196727;7,44561067;7,696617611;2,956451144;5,020102088;13,86116772;55,07414356;7,701222271;21,18039577;24,11090857;25,25326895;24,4583506;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
72;24,77347015;49,8936431;19,38301417;12,08886573;4,386266655;11,70251501;4,189827419;5,527110401;14,53891741;66,8940033;3,845676154;25,12779489;23,44362193;24,51213253;22,07765152;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
73;25,54174922;34,58909555;16,50305912;12,15839863;6,379841986;17,56848141;2,685896819;4,884380681;14,74960337;70,08250132;2,394231911;23,88870765;23,59111134;25,56441104;23,48334392;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
74;25,55950092;47,98436938;20,72424667;10,24046065;6,262840403;2,360801657;4,160037914;7,22626821;11,50501658;70,09873316;3,771557551;24,49829265;24,07804492;24,07171369;21,29887764;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
75;23,92751204;42,8611991;16,06395013;5,186717731;1,296783227;15,83997457;4,093158066;8,183143654;12,81295645;75,1937038;8,76740272;23,52347267;23,3466798;26,11163821;23,06212836;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
76;21,56040019;39,94798499;18,60764131;5,286013645;5,365088947;19,4105535;2,056840182;5,895701703;14,69464733;74,95831883;2,44432761;20,75530385;23,54915009;24,14674473;19,53141037;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
77;21,6167791;54,53359997;19,47730552;5,122102027;1,39218699;2,219167748;1,742188584;6,872794415;12,87369628;71,31300154;6,933457165;20,06763714;22,74049426;24,69185399;24,65599683;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
78;22,1572085;51,84980915;18,30686356;3,111883061;9,901854476;17,45425294;2,84846512;5,418242402;13,56198794;60,77891729;8,118097898;24,01781945;23,9945123;23,95081149;24,30655146;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
79;26,46724898;45,15970948;19,51357964;7,519619869;6,986318501;15,1545679;3,630522391;5,847257855;13,89178024;77,22610719;7,086212709;20,47523407;23,7750316;24,37328526;25,64554907;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
80;20,23456376;46,70190463;19,98054359;8,759885648;9,052129803;16,33637462;5,651185614;5,500467826;14,08571874;77,77145209;10,40963802;24,22352322;23,27618863;24,3959321;25,40128905;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
81;22,56871817;54,55790243;17,53940888;5,491109096;3,498364502;6,581206609;4,710058999;5,694283566;11,51551538;50,31133884;5,474065118;28,11913903;24,13555254;24,99965559;22,60828644;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
82;22,12948234;35,56494253;18,6795287;8,635044382;3,85147622;7,469957963;5,742301696;6,352825287;11,69537091;78,37103233;6,358014203;24,10017249;23,03503896;23,7945648;22,29250448;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
83;22,2876693;40,87850628;20,33938191;3,569946714;8,590254215;5,078639098;1,914783787;7,088771488;14,30470954;74,07354836;4,799314641;25,23541035;23,11652073;24,76631092;23,17852892;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
84;21,84913819;48,14319279;16,381885;7,794039943;9,323908476;8,034111497;5,446713777;5,906287745;14,41271687;70,68248289;7,00147821;27,66721552;23,17223646;24,75036995;25,91222665;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
85;25,76857563;53,52319824;20,46318143;6,973306979;2,977187467;3,626794499;3,86757;5,133678741;12,39232637;54,43423102;5,107106425;25,59515026;23,69382728;26,26905972;20,76593256;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
86;19,4193554;45,67217639;18,60423337;7,047340789;9,155196828;18,77886533;4,946947988;6,791309209;14,03311137;58,31689078;10,30671792;22,76973061;22,51610576;24,20031835;24,58741859;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
87;21,07673367;45,77222338;16,71592897;11,13143582;3,465044583;8,448331628;4,62851697;4,323580433;12,78404671;73,07661547;2,319730267;25,76567197;22,66890526;25,4825228;19,41877859;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
88;23,65441695;53,26826026;16,47994283;6,389713747;8,102919518;10,8799461;6,210238002;5,411519948;12,70250329;69,710505;10,1404924;23,71806428;23,44224994;25,39917272;25,7515981;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
89;20,10640872;49,63744848;17,42798756;7,754389394;8,770364241;20,02721265;5,780261801;4,432255612;12,92678839;67,04445731;8,853014111;21,30440333;23,75113327;23,94383134;24,36756108;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
90;21,92717904;54,53853977;18,9100522;8,816809094;3,394569317;15,8559226;1,841250876;7,182518764;11,99640099;73,31512133;6,942122526;27,30989979;22,94433831;24,12891296;22,44311559;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
91;23,06164078;43,24872247;19,00148532;3,101809202;10,97857626;20,82005855;2,24872348;8,290315017;11,78364433;68,6186155;9,48192725;23,59586685;23,09156869;25,94791789;20,89059078;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
92;26,94794208;47,6054548;18,27300399;7,417624974;10,18165526;21,66885096;4,227678168;7,391649432;12,58804235;61,59733938;6,968350224;21,46993359;23,7850705;25,08082646;25,57754391;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
93;22,98581886;36,52558007;17,54596554;10,35527997;9,018478422;8,463823599;3,180098458;5,499239667;13,88383803;66,10949686;9,96434348;20,2246821;23,96655984;24,62736361;23,11620447;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
94;26,10060623;48,81429653;18,1431976;8,311530984;6,676012671;15,21962977;5,261507174;4,581085604;12,95026152;51,06667239;6,775702581;25,6730841;24,07326166;24,39932643;21,13483576;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
95;23,87362616;53,48021981;17,97179711;12,07765033;7,930301328;4,933251924;5,037008764;7,195851398;12,11186866;67,09796124;2,351018781;22,98278178;22,85953265;25,25393809;25,58746758;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
96;23,4277753;38,33777255;18,04391756;8,850782388;3,447136374;14,33212036;4,695486032;4,64335343;11,55790191;61,8157337;6,695210982;20,82202059;22,52433215;24,40436011;20,76090413;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
97;22,39784389;33,69789794;18,82214946;6,743841455;1,730584017;5,274168751;4,643559249;7,188634901;13,04667022;74,99942835;7,748718891;20,08948528;23,68012583;24,79361287;22,54782589;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
98;26,0033759;43,83112951;18,28389608;4,106197826;5,432149757;1,204601727;2,564761455;6,023733552;14,34093385;66,53040348;2,291484959;25,05082204;23,34143117;23,84190793;25,28785056;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
99;24,28401615;49,96589789;16,65191546;3,647873819;10,80469579;15,34751179;5,483615206;7,58611098;12,92964443;66,61832816;5,802700497;25,65986927;23,71650157;24,02311163;21,49813881;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
100;21,7268059;46,70119074;15,86485885;10,53677;5,308164;22,54625546;3,717340267;4,502451955;14,26162551;61,17743906;5,312903482;20,57088142;22,46376351;25,53447389;22,50845258;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
101;24,1340051;51,88628647;20,40287613;4,465915191;8,481503156;3,190631018;2,382933676;5,068837865;12,46652355;60,59744615;8,057669728;26,36484072;24,21718383;25,51626831;24,8760689;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
102;25,81823946;37,01518869;16,10420585;3,730430656;4,817491334;16,55287639;3,952438336;6,177946944;13,50477974;64,30522027;7,516322082;26,91017703;22,86678951;25,74913114;20,32886207;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
103;21,04822219;35,23085948;18,1423328;10,04180358;9,299627754;21,12586043;5,948340805;7,778269379;12,67888399;52,67342898;9,847955491;23,5983952;23,89750518;26,01071039;23,33526381;25,39;26,55;24,44;58,97;65,37;52,79;0;0;0;0;16.06.2022
